PERSON_ID,COMPANY_NAME,COMPANY_LI_NAME,LAST_TITLE,GROUP_START_DATE,GROUP_END_DATE
9fb750ce-4acd-40d6-a58b-f6718342364f,GoCardless,gocardless,Software Engineer,2019-01-01,2020-01-01
9fb750ce-4acd-40d6-a58b-f6718342364f,Stealth startup,online-shoe-store,Founder / CTO,2018-01-01,2019-01-01
9fb750ce-4acd-40d6-a58b-f6718342364f,Arkera,arkera,Software Engineer,2017-01-01,2018-01-01
9fb750ce-4acd-40d6-a58b-f6718342364f,Imperial College London,imperial-college-london,UTA (Undergraduate Teaching Assistant),2016-01-01,2017-01-01
15f5d8ed-36ad-4cf7-8748-c50dc9589f59,Splunk,splunk,Software Engineer,2019-10-01,
15f5d8ed-36ad-4cf7-8748-c50dc9589f59,Earnest Inc.,earnest-llc,Software Engineer,2018-08-01,2019-10-01
15f5d8ed-36ad-4cf7-8748-c50dc9589f59,SSL (Space Systems Loral),sslmda,Software Engineer,2015-07-01,2018-08-01
15f5d8ed-36ad-4cf7-8748-c50dc9589f59,Dev Bootcamp,dev-bootcamp,Web Development Student,2014-12-01,2015-04-01
15f5d8ed-36ad-4cf7-8748-c50dc9589f59,University of Southern California,university-of-southern-california,Research Assistant,2008-08-01,2012-12-01
89e252a0-273d-4cca-a868-873628e84818,Compasso UOL,compass-uol,Co-Founder & CEO,1995-01-01,
56f14616-dc8f-4a46-8a11-9adc98cecdaa,Great.com,great-com,Founder,2018-01-01,
56f14616-dc8f-4a46-8a11-9adc98cecdaa,Catena Media,catenamedia,Chief Strategy Officer,2010-10-01,2017-12-01
0ffcaae4-d5bb-46dc-85f1-cefbd1a5f619,Affirm,affirm,Senior Software Engineer,2021-03-01,
0ffcaae4-d5bb-46dc-85f1-cefbd1a5f619,Netskope,netskope,Senior Software Engineer,2019-02-01,2021-03-01
0ffcaae4-d5bb-46dc-85f1-cefbd1a5f619,Albertsons Companies,albertsons,Software Engineer,2017-06-01,2019-02-01
0ffcaae4-d5bb-46dc-85f1-cefbd1a5f619,JCHIP,n/a,Youth Leader Intern,2016-06-01,2016-08-01
0ffcaae4-d5bb-46dc-85f1-cefbd1a5f619,DECAL Lab,n/a,Undergraduate Research Assistant,2016-04-01,2016-06-01
0ffcaae4-d5bb-46dc-85f1-cefbd1a5f619,Computer Lab Management,computer-lab-management,Hardware Support Trainee,2015-09-01,2017-06-01
8dae1b28-b504-4400-9c18-7da5610f91ee,Uber,uber-com,Program Manager,2018-02-01,
8dae1b28-b504-4400-9c18-7da5610f91ee,AGL,n/a,Values and Customer Champion,2013-08-01,2018-02-01
8dae1b28-b504-4400-9c18-7da5610f91ee,AGL Energy,agl,Performance Analyst,2011-08-01,2018-02-01
b5920a5f-b2e3-4f60-9306-1e3390cd9a9b,First Round Capital,first-round-capital,Angel Track,2019-04-01,2019-07-01
b5920a5f-b2e3-4f60-9306-1e3390cd9a9b,Cash App,cash-app,"Head of Marketing & Brand - Cash App (Block, Inc.)",2017-03-01,
b5920a5f-b2e3-4f60-9306-1e3390cd9a9b,Square,joinsquare,Cash App Brand + Communications,2011-10-01,2017-03-01
b5920a5f-b2e3-4f60-9306-1e3390cd9a9b,Google,google,Slide Team,2010-10-01,2011-10-01
87f00953-a04d-4b6c-91a4-d2192b369709,Lumen Technologies,lumentechnologies,Senior Lead Engineer,2013-07-01,
87f00953-a04d-4b6c-91a4-d2192b369709,Sirius Computer Solutions,sirius-computer-solutions,Sr. Networking Solutions Engineer,2009-07-01,2013-07-01
87f00953-a04d-4b6c-91a4-d2192b369709,Sprint,sprint,Senior Network Design Engineer,2002-03-01,2009-03-01
87f00953-a04d-4b6c-91a4-d2192b369709,SprintParanet,n/a,Technical Solution Consultant,1999-01-01,2002-01-01
12f92340-301c-4880-b576-5003241adda0,SpaceX,spacex,Ground Software Engineer,2018-07-01,
12f92340-301c-4880-b576-5003241adda0,National Instruments,niglobal,Engineering Leadership Program Intern,2017-05-01,2017-08-01
12f92340-301c-4880-b576-5003241adda0,Kansas State University,kansas-state-university,Undergraduate Researcher,2017-02-01,2018-05-01
12f92340-301c-4880-b576-5003241adda0,Cerner Corporation,cerner-corporation,Software Engineer Intern,2016-05-01,2016-07-01
c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Shaw Communications,shaw-communications,Principal Program Manager,2017-02-01,2017-12-01
c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Shaw Communications,shaw-communications,Sr. Management Consultant/Project Manager,2015-10-01,2016-11-01
c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Zamplo,zamplo,Co-Founder,2015-09-01,
c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Cenovus Energy,cenovus-energy,Management Consultant,2012-03-01,2015-03-01
c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Talisman Energy,talisman-energy,Project Manager,2011-03-01,2012-02-01
c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Project Champions,n/a,Associate Partner,2011-01-01,2015-10-01
c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Mark's Work Wearhouse,markscanada,Project Manager,2010-01-01,2010-11-01
c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Veris,n/a,Project Manager,2008-11-01,2010-11-01
c6b08e85-9a86-41b0-98b0-3d3b22ca2542,ENMAX,enmax,Program and Project  Manager,2008-11-01,2009-12-01
c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Vancouver Coastal Health,vancouver-coastal-health,Consultant,2006-07-01,2008-07-01
c6b08e85-9a86-41b0-98b0-3d3b22ca2542,World Wildlife Fund,world-wildlife-fund,IT Development Officer,2002-09-01,2002-12-01
c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Accenture,accenture,Manager,1998-11-01,2006-06-01
c6b08e85-9a86-41b0-98b0-3d3b22ca2542,Luffahrtstudio,n/a,Flight Test Engineer,1997-05-01,1997-08-01
18be23f5-4b31-4aed-aae3-c6fdb0a2580a,OAKOS Automotive,n/a,Customer Service Manager @ OAKOS Automotive,2007-03-01,
18be23f5-4b31-4aed-aae3-c6fdb0a2580a,Sequoia,sequoia,Senior Helpdesk Agent,2000-03-01,2002-03-01
18be23f5-4b31-4aed-aae3-c6fdb0a2580a,HelpKey,n/a,IT Consultant,1999-01-01,2002-01-01
e0a3281f-ce45-4669-9117-526d20ddf866,Noon Allure,n/a,Founder,2021-01-01,
e0a3281f-ce45-4669-9117-526d20ddf866,Hart Howerton,hart-howerton,Designer,2018-06-01,2020-08-01
e0a3281f-ce45-4669-9117-526d20ddf866,Sleeperbot (Blitz Studios),sleeperhq,Marketing Intern,2017-06-01,2017-08-01
d9fbdc13-78e1-457e-8380-c001aba73a59,Netflix,netflix,Costume Design Assistant,2022-02-01,
d9fbdc13-78e1-457e-8380-c001aba73a59,Henry Wilkinson Vintage,n/a,Business Owner,2021-12-01,
d9fbdc13-78e1-457e-8380-c001aba73a59,Self-employed,n/a,Freelance Fashion Historian,2019-07-01,
d9fbdc13-78e1-457e-8380-c001aba73a59,Netflix,netflix,Costume Trainee,2019-05-01,2019-09-01
d9fbdc13-78e1-457e-8380-c001aba73a59,GIVENCHY,givenchy,GIVENCHY ARCHIVES,2019-02-01,2019-04-01
d9fbdc13-78e1-457e-8380-c001aba73a59,Shakespeare's Rose Theatre,n/a,Dresser,2018-06-01,2018-09-01
d9fbdc13-78e1-457e-8380-c001aba73a59,The Royal Central School of Speech and Drama,central-school-of-speech-and-drama,Dresser - 'Her Naked Skin',2017-10-01,2017-12-01
d9fbdc13-78e1-457e-8380-c001aba73a59,The Royal Central School of Speech and Drama,central-school-of-speech-and-drama,Dresser - 'Empress',2017-06-01,2017-06-01
d9fbdc13-78e1-457e-8380-c001aba73a59,Kerry Taylor Auctions Ltd,kerry-taylor-auctions-ltd,Intern,2017-03-01,2018-10-01
d9fbdc13-78e1-457e-8380-c001aba73a59,Dominion Theatre,nederlander-dominion-ltd,Work Experience - An American in Paris,2017-02-01,2017-03-01
d9fbdc13-78e1-457e-8380-c001aba73a59,Angels Costumes,angels-the-costumiers,Work Experience,2016-05-01,2016-06-01
d9fbdc13-78e1-457e-8380-c001aba73a59,English National Opera,english-national-opera,Wardrobe Assistant - 'Norma',2016-02-01,2016-02-01
d9fbdc13-78e1-457e-8380-c001aba73a59,Grand Opera House York,grand-opera-house-york,Costume Designer - 'Ghost: The Musical',2015-12-01,2016-02-01
9dc67d8d-486f-4e78-81f0-52a2ef1f23f3,Standard Chartered Bank,standardchartered,Senior Manager - Skype for Business Engineering,2018-05-01,
9dc67d8d-486f-4e78-81f0-52a2ef1f23f3,HCL Technologies,hcl-technologies,Associate Consultant - Skype for Business,2016-05-01,2018-05-01
9dc67d8d-486f-4e78-81f0-52a2ef1f23f3,Microsoft,microsoft,Support Engineer - Skype for Business,2013-11-01,2016-05-01
9dc67d8d-486f-4e78-81f0-52a2ef1f23f3,Cognizant,cognizant,Administrator - NSS,2007-11-01,2013-10-01
c80ad2cd-c9fc-4727-a83e-2820607de73e,Stanford University,stanford-university,PhD Candidate,2017-09-01,
c80ad2cd-c9fc-4727-a83e-2820607de73e,University of Cambridge,university-of-cambridge,Gates Cambridge Scholar,2016-10-01,2017-09-01
c80ad2cd-c9fc-4727-a83e-2820607de73e,Harvard Medical School,harvard-medical-school,Researcher,2016-06-01,2016-08-01
c80ad2cd-c9fc-4727-a83e-2820607de73e,McKinsey & Company,mckinsey,Summer Business Analyst,2015-06-01,2015-08-01
c80ad2cd-c9fc-4727-a83e-2820607de73e,Onshape Inc.,onshape,Software Engineer,2014-05-01,2014-08-01
c80ad2cd-c9fc-4727-a83e-2820607de73e,MIT School of Engineering,mit-school-of-engineering,Researcher,2013-10-01,2015-06-01
c80ad2cd-c9fc-4727-a83e-2820607de73e,DNA Medicine Institute,dna-medicine-institute,Research and Development Intern,2012-11-01,2013-06-01
6b2744c4-4570-4e5d-bbbf-dd22ab83deed,Barfield Inc,barfield-inc,SVP Supply Chain & Asset Management,2002-11-01,
6b2744c4-4570-4e5d-bbbf-dd22ab83deed,Thales Avionics,thales,Director of Operations,1991-06-01,2002-04-01
dbb6ac08-30b6-4355-ab71-db78a9397517,Google,google,Senior Software Engineer,2021-02-01,
dbb6ac08-30b6-4355-ab71-db78a9397517,Xinja,xinja,Senior Software Engineer,2019-12-01,2021-02-01
dbb6ac08-30b6-4355-ab71-db78a9397517,Atlassian,atlassian,Software Engineer,2017-06-01,2019-12-01
dbb6ac08-30b6-4355-ab71-db78a9397517,Commonwealth Bank,commonwealthbank,Software Engineer,2014-04-01,2017-06-01
d3a53a3a-313d-40ae-a750-b5e76cb0b525,PIGIT 一豚,pigit-yitun,Entrepreneur,2021-06-01,
d3a53a3a-313d-40ae-a750-b5e76cb0b525,Alibaba Group,alibaba-group,Travel Insurance Operation - Fliggy,2017-02-01,2021-05-01
d3a53a3a-313d-40ae-a750-b5e76cb0b525,Uber,uber-com,Lead Data Analyst,2015-01-01,2017-01-01
d3a53a3a-313d-40ae-a750-b5e76cb0b525,eBay Inc,ebay,Business Analyst Intern,2014-05-01,2014-08-01
0d4e439e-c19e-4bb8-a017-bf380b3d11a1,Thirty Madison,thirty-madison,Senior Accountant,2022-01-01,
0d4e439e-c19e-4bb8-a017-bf380b3d11a1,"Bocar US, Inc.",bocar-us-inc,Assistant Controller,2019-05-01,2022-01-01
0d4e439e-c19e-4bb8-a017-bf380b3d11a1,"Structure Medical, LLC",n/a,Senior Accountant,2012-05-01,2019-05-01
0d4e439e-c19e-4bb8-a017-bf380b3d11a1,"DRS Technologies, Inc.",leonardodrs,Senior Cost Analyst,2007-03-01,2012-05-01
baa4ba0b-7c66-4318-b438-a187410a4c3e,AMD,amd,Principal Member Of Technical Staff,2022-05-01,
baa4ba0b-7c66-4318-b438-a187410a4c3e,Qualcomm,qualcomm,Sr Staff,2019-10-01,2022-05-01
baa4ba0b-7c66-4318-b438-a187410a4c3e,Intel Corporation,n/a,Modem Design Engineer,2018-01-01,2019-07-01
baa4ba0b-7c66-4318-b438-a187410a4c3e,NXP Semiconductors,nxp-semiconductors,R&D Design,2015-01-01,2018-01-01
baa4ba0b-7c66-4318-b438-a187410a4c3e,Texas Instruments,texas-instruments,Senior Design Engineer,2010-11-01,2014-04-01
baa4ba0b-7c66-4318-b438-a187410a4c3e,KPIT Cummins Infosystems Ltd,kpit,Design Engineer,2007-07-01,2010-10-01
baa4ba0b-7c66-4318-b438-a187410a4c3e,Vedant,n/a,Student,2007-01-01,2007-01-01
baa4ba0b-7c66-4318-b438-a187410a4c3e,Maharshi electronics,n/a,Design Internship,2006-01-01,2006-01-01
68040ae2-9f3c-4e06-a7b9-bca73a4073cc,JOKR,jokr,VP Warehouse Operations,2021-04-01,
68040ae2-9f3c-4e06-a7b9-bca73a4073cc,KREATIZE GmbH,kreatize-gmbh,Head of Growth & Business Intelligence,2019-04-01,2020-10-01
68040ae2-9f3c-4e06-a7b9-bca73a4073cc,Delivery Hero SE,delivery-hero-se,Global Senior Manager Restaurant Concepts,2016-11-01,2019-04-01
68040ae2-9f3c-4e06-a7b9-bca73a4073cc,Delivery Hero,delivery-hero-se,Partner Operations Intern - Foodora,2016-05-01,2016-08-01
68040ae2-9f3c-4e06-a7b9-bca73a4073cc,Colectivo de Barrio - Casa Alameda,n/a,Co-Founder - Business Development,2015-09-01,2016-05-01
68040ae2-9f3c-4e06-a7b9-bca73a4073cc,Endeavor,endeavorglobal,Project Manager,2015-05-01,2016-04-01
ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,C2O2,c2o2,Salesforce Solutions Manager & Owner,2019-06-01,
ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,N4T Brasil,n4tbrasilservi%C3%A7osgerenciaisetreinamentos,Salesforce Solutions Manager,2019-04-01,2019-06-01
ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Stefanini,stefanini-brasil,AMS - Salesforce Lead & Bid Manager,2017-03-01,2019-03-01
ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Veeva Systems,veeva-systems,Services Engagement Manager,2014-02-01,2017-01-01
ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,+2X Tecnologia em Dobro,mais2x,Outsourcing Manager,2013-09-01,2014-02-01
ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,MSDevelop,yellowfinbrazil,Outsourcing Manager,2013-01-01,2013-08-01
ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Softtek - Wal-Mart Brasil,softtek,Project Manager,2012-03-01,2012-12-01
ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Baxter,n/a,Project Manager LATAM,2008-10-01,2011-04-01
ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Uninove,uninove,Professor Universitário,2007-04-01,2014-12-01
ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Dendrite Brasil Ltda,n/a,Regional Business Intelligence Manager - Latin America,2004-02-01,2008-01-01
ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Dendrite Brasil,n/a,Account & Project Manager,2001-08-01,2004-02-01
ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Dendrite Brasil Ltda,n/a,Technical Operations Supervisor,1999-09-01,2001-07-01
ee51e9d7-4275-48f0-b1e3-6fbb605bfaec,Dendrite Brasil,n/a,Support Analyst,1997-03-01,1999-08-01
4a3f48aa-40b2-47a0-b610-878de2d4f73a,Meta,meta,Software Engineer,2022-01-01,
4a3f48aa-40b2-47a0-b610-878de2d4f73a,Ixora.org,n/a,Co-Founder,2017-12-01,2022-01-01
4a3f48aa-40b2-47a0-b610-878de2d4f73a,Weta Digital,weta-digital,Senior Software Developer,2014-09-01,2017-06-01
6bd0218a-7419-41e8-8e71-b8276aab4833,Gridics,gridics,Chief Executive Officer,2016-06-01,
6bd0218a-7419-41e8-8e71-b8276aab4833,"RealPage, Inc.",realpage,Senior Vice President - RealPage,2014-04-01,2016-05-01
6bd0218a-7419-41e8-8e71-b8276aab4833,Homes.com,eneighborhoods,Vice President & General Manager,2005-11-01,2014-03-01
cf461c32-549b-411b-8dd0-37df7849cc4c,Amazon,amazon,"Head of Design and Research, Goodreads",2020-06-01,
cf461c32-549b-411b-8dd0-37df7849cc4c,Getaround,getaround,Head of Product Design,2017-06-01,2020-03-01
cf461c32-549b-411b-8dd0-37df7849cc4c,First Republic Bank,first-republic-bank,Lead Experience Designer,2016-09-01,2017-06-01
cf461c32-549b-411b-8dd0-37df7849cc4c,Castlight Health,castlight-health,Lead Designer,2015-10-01,2016-07-01
cf461c32-549b-411b-8dd0-37df7849cc4c,Alana Lindner Design,n/a,Director of Design / Owner,2012-08-01,2015-10-01
cf461c32-549b-411b-8dd0-37df7849cc4c,jlogan,jlogan,Creative Director,2011-02-01,2013-01-01
cf461c32-549b-411b-8dd0-37df7849cc4c,Pacific Market International,pmiworldwide,Senior Designer,2007-08-01,2011-01-01
cf461c32-549b-411b-8dd0-37df7849cc4c,Artist Live/Work Community,n/a,Business Owner,2007-08-01,2019-08-01
cf461c32-549b-411b-8dd0-37df7849cc4c,"WizKids, Inc.",wizkids-inc.,Senior Designer,2006-01-01,2007-08-01
21139520-ed11-4d13-9ab0-806de3c85634,Microsoft,microsoft,Recruiter,2021-04-01,
21139520-ed11-4d13-9ab0-806de3c85634,Leading Recruitment Services (LRS) Consulting Firm,leading-recruitment-services,Human Resources Manager,2017-07-01,2020-10-01
21139520-ed11-4d13-9ab0-806de3c85634,PAREXEL,parexel,Sr. Consultant- Talent Acquisition，APAC,2015-09-01,2017-06-01
21139520-ed11-4d13-9ab0-806de3c85634,Korn/Ferry International,kornferry,Associate - Greater China - Consumer & High-Tech,2012-03-01,2015-09-01
28f68ae4-a12e-4c53-b89b-934c6b817298,L3Harris Technologies,l3harris-technologies,Senior Software Engineer,2015-04-01,
28f68ae4-a12e-4c53-b89b-934c6b817298,Articulate,articulate,Software Developer,2014-03-01,2015-03-01
28f68ae4-a12e-4c53-b89b-934c6b817298,Reaction Engineering,n/a,Software Engineer,2010-01-01,2014-03-01
28f68ae4-a12e-4c53-b89b-934c6b817298,"ATAdvantage, Inc.",atadvantage-inc-,Software Developer,2006-01-01,2010-04-01
20441936-60bd-47e7-838c-53c70c09a202,Attentiv.,attentiv-io,Co-Founder,2020-01-01,
2b9994ee-4456-43a5-ad50-209b995efc94,Creditea,creditea,Sales & Operations Customer Care Leader,2019-01-01,
2b9994ee-4456-43a5-ad50-209b995efc94,Gympass,gympass,Coordinador CS Latam,2017-04-01,2018-10-01
2b9994ee-4456-43a5-ad50-209b995efc94,American Express Corporate México,americanexpressmexico,Customer Care Professional,2012-09-01,2017-04-01
2b9994ee-4456-43a5-ad50-209b995efc94,Estancia Infantil Bebe Lince,n/a,Becaria,2011-01-01,2012-07-01
d2fad3ed-431d-457a-9957-be5a38303cf1,Texas Instruments,texas-instruments,Engineer,,
296eda27-cd68-4d25-855e-d6bb2030fa66,ProReach™,proreach%E2%84%A2,Co-Founder - Chief Technical Officer,2016-10-01,2018-01-01
296eda27-cd68-4d25-855e-d6bb2030fa66,Facebook,meta,Mobile Application Developer,2013-10-01,2016-05-01
296eda27-cd68-4d25-855e-d6bb2030fa66,Amazon,amazon,Software Engineer,2011-08-01,2013-09-01
296eda27-cd68-4d25-855e-d6bb2030fa66,Cognizant,cognizant,Application Developer,2010-06-01,2011-07-01
98a64560-52e1-41d6-b2cd-ea83df31bd62,Competenze.it,competenze-it,Marketing Director,2021-06-01,2021-11-01
98a64560-52e1-41d6-b2cd-ea83df31bd62,Mentorify Italia - Shopify Partner,mentorify,Chief Executive Officer,2020-04-01,2021-05-01
98a64560-52e1-41d6-b2cd-ea83df31bd62,Wiio dropshipping,wiio-official,Brand Strategist,2018-01-01,2018-06-01
98a64560-52e1-41d6-b2cd-ea83df31bd62,Sino Flyer Int. Ltd,n/a,Founder,2014-09-01,
98a64560-52e1-41d6-b2cd-ea83df31bd62,Shopify,shopify,Associate Merchant,2012-02-01,2020-03-01
98a64560-52e1-41d6-b2cd-ea83df31bd62,Google Analytics for Business,google-analytics-for-business,Assistant Account Executive,2008-05-01,2011-01-01
98a64560-52e1-41d6-b2cd-ea83df31bd62,Google Ads,goog-ads,Campaign Strategist | Search & Display Network,2006-02-01,2019-02-01
98a64560-52e1-41d6-b2cd-ea83df31bd62,eBay Inc,ebay,Sales and Marketing Manager,2004-07-01,2006-07-01
23073fe1-d402-4400-a761-3038a6900d03,Richmond Hospital Foundation,richmond-hospital-foundation,Board Member,2022-02-01,
23073fe1-d402-4400-a761-3038a6900d03,Greater Vancouver Board of Trade,vancouver-board-of-trade,Board Member,2021-11-01,
23073fe1-d402-4400-a761-3038a6900d03,Innovate BC,innovatebc,Board Member,2021-07-01,
23073fe1-d402-4400-a761-3038a6900d03,CubicFarm Systems Corp.,cubicfarm-systems-corp,President & Chief Technology Officer,2021-03-01,
23073fe1-d402-4400-a761-3038a6900d03,LlamaZOO Interactive Inc.,llamazoo,Board Member,2020-06-01,
23073fe1-d402-4400-a761-3038a6900d03,SYNTHIAM,synthiam,Board Of Directors,2019-04-01,2021-06-01
23073fe1-d402-4400-a761-3038a6900d03,Creative Destruction Lab,creative-destruction-lab,Associate at Creative Destructive Lab,2019-01-01,
23073fe1-d402-4400-a761-3038a6900d03,Digital Technology Supercluster,the-digital-technology-supercluster,Co-Chair Board of Directors,2018-01-01,2021-03-01
23073fe1-d402-4400-a761-3038a6900d03,BC Tech,bctech,Board Of Directors,2017-06-01,2020-05-01
23073fe1-d402-4400-a761-3038a6900d03,Microsoft,microsoft,GM Microsoft Vancouver,2011-11-01,2021-03-01
23073fe1-d402-4400-a761-3038a6900d03,De Martin Consulting,n/a,Performance Managment Consultant,2010-11-01,2011-11-01
23073fe1-d402-4400-a761-3038a6900d03,Canucks Autism Network,canucks-autism-network-can-,Volunteer Coach,2010-08-01,2010-11-01
23073fe1-d402-4400-a761-3038a6900d03,Next Level Games,nextlevelgames,Studio General Manager,2003-12-01,2011-10-01
23073fe1-d402-4400-a761-3038a6900d03,EA,electronic-arts,Franchise Development Director Need for Speed,2002-03-01,2003-12-01
23073fe1-d402-4400-a761-3038a6900d03,BLACK BOX GAMES LIMITED,black-box-games-limited,Producer,2000-11-01,2002-03-01
3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,Walmart Global Tech India,walmartglobaltechindia,Staff UX Designer,2020-05-01,
3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,Cisco,cisco,Sr. UX Lead,2016-11-01,2020-04-01
3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,[24]7,24-7-ai,Sr. UX Designer,2015-01-01,2016-09-01
3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,Myntra.com,myntra,Sr. UX Designer,2014-09-01,2015-01-01
3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,SAP,sap,Sr. UX Designer,2013-04-01,2014-09-01
3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,July Systems,dnaspaces,Sr. UX Design Lead,2009-07-01,2013-03-01
3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,(Various),n/a,UX Consultant,2008-11-01,2009-06-01
3e37b0fc-0c40-42d7-b1c2-4d9fa98bdbd1,Centre for Knowledge Societies,n/a,UX Designer,2008-01-01,2008-06-01
948be170-c813-4287-b8b0-05ec5feb4b67,Google,google,Embedded Software Engineer,2019-04-01,
948be170-c813-4287-b8b0-05ec5feb4b67,Intel Corporation,intel-corporation,Software Engineer,2017-05-01,2019-03-01
948be170-c813-4287-b8b0-05ec5feb4b67,IndusTeqsite Pvt Ltd,industeqsite-pvt-ltd,Software Development Engineer,2015-09-01,2016-04-01
948be170-c813-4287-b8b0-05ec5feb4b67,Siemens,siemens,Summer Intern,2014-06-01,2014-06-01
948be170-c813-4287-b8b0-05ec5feb4b67,IndusTeqsite Pvt Ltd,industeqsite-pvt-ltd,In plant Trainee,2013-06-01,2013-06-01
4e2902e9-61be-4602-ac7d-26966d0e2063,Pure Storage,pure-storage,Account Executive,2018-12-01,
4e2902e9-61be-4602-ac7d-26966d0e2063,Cisco,cisco,Account Manager III,2015-04-01,2018-11-01
4e2902e9-61be-4602-ac7d-26966d0e2063,UpToDate,n/a,Senior Account Executive,2013-12-01,2015-03-01
4e2902e9-61be-4602-ac7d-26966d0e2063,InTouch Health,intouch-health,Regional Sales Director,2012-01-01,2013-12-01
4e2902e9-61be-4602-ac7d-26966d0e2063,Medical Automation Systems,medical-automation-systems,National Director of Corporate Accounts,1999-07-01,2011-12-01
4e2902e9-61be-4602-ac7d-26966d0e2063,Roche Diagnostics,roche,Senior Account Manager,1996-01-01,1999-01-01
ce657b02-0ebb-4fa4-af02-63e3ec0913cf,Flyhomes,flyhomes,Listing Coordinator - Brokerage Operations,2021-07-01,
ce657b02-0ebb-4fa4-af02-63e3ec0913cf,Oberoi Hotels & Resorts,oberoi-hotels-&-resorts,Senior Reservation,2017-12-01,2021-03-01
ce657b02-0ebb-4fa4-af02-63e3ec0913cf,Taj Hotels Palaces Resorts Safaris,taj-hotels,Reservations Officer,2016-06-01,2017-12-01
ce657b02-0ebb-4fa4-af02-63e3ec0913cf,Plaza Premium Group,plaza-premium-lounge-management-limited,Guest Relations Officer,2015-06-01,2016-05-01
0821b3ba-ff51-4201-8c00-71d07aaca16b,Hire Heroes USA,hire-heroes-usa,"Manager, Corporate Partner Success",2018-01-01,
0821b3ba-ff51-4201-8c00-71d07aaca16b,Yahoo! Inc.,yahoo,"Sales Engineer, Ad Creative Technology",2011-07-01,2017-08-01
0821b3ba-ff51-4201-8c00-71d07aaca16b,FirstComp,markel-corporation,Marketing Specialist,2007-06-01,2011-07-01
a58b5aa4-1a3f-4cc2-bf5b-f862094777c9,Defense Health Agency,defense-health-agency,"Chief, Engineering and Design Section",2021-10-01,
a58b5aa4-1a3f-4cc2-bf5b-f862094777c9,Army Regional Medical Command HQ,n/a,Mechanical / Fire Protection Engineer,2012-02-01,2021-10-01
a58b5aa4-1a3f-4cc2-bf5b-f862094777c9,Defense Commissary Agency,defense-commissary-agency,Senior Mechanical Engineer,2010-03-01,2012-02-01
a58b5aa4-1a3f-4cc2-bf5b-f862094777c9,US Army Corps of Engineers,us-army-corps-of-engineers,Senior Mechanical Engineer,2009-03-01,2010-03-01
a58b5aa4-1a3f-4cc2-bf5b-f862094777c9,NadaTechnologies,n/a,New Product Development Engineering Manager,2008-01-01,2009-03-01
a58b5aa4-1a3f-4cc2-bf5b-f862094777c9,Texas Instruments,texas-instruments,Equipment Engineer,1999-12-01,2008-01-01
a58b5aa4-1a3f-4cc2-bf5b-f862094777c9,Kensington Laboratories,kensington-laboratories,Customer Engineer,1997-01-01,1999-01-01
fe4f3928-08d9-488e-9cc5-343016562614,Zeta Suite,zetasuite,Software Development Engineer 2,2020-10-01,
fe4f3928-08d9-488e-9cc5-343016562614,Amazon,amazon,Software Developer Engineer,2019-10-01,2020-09-01
fe4f3928-08d9-488e-9cc5-343016562614,Samsung R&D Delhi,n/a,Software Engineer,2018-07-01,2019-09-01
fe4f3928-08d9-488e-9cc5-343016562614,Samsung Research Institute Noida,n/a,Intern,2017-05-01,2017-07-01
55c4950a-9f49-4c0d-a54e-035c395cf69d,Sproutbox Media™,sproutbox-media,Account Manager,2022-03-01,
55c4950a-9f49-4c0d-a54e-035c395cf69d,Riley Nagel Marketing Consulting,n/a,Stream Lounge,2021-10-01,
55c4950a-9f49-4c0d-a54e-035c395cf69d,Ascend.io,ascend-io,Marketing Manager,2018-09-01,2021-05-01
55c4950a-9f49-4c0d-a54e-035c395cf69d,Evernote,evernote,People Ops Intern,2018-07-01,2018-08-01
55c4950a-9f49-4c0d-a54e-035c395cf69d,Vindicia,vindicia,Marketing Consultant,2015-06-01,2015-09-01
